Sub_Before,Tense,Complement,Reading,left,buinn,right,source,year
No,PRS,NULL,,"og mælti: ""Hér er kominn Hávarður mágur ykkar og er þann veg",búinn,"sem þá er hann mundi ætla til stórræða nokkurra."" Og er þeir heyra þetta ka",(havardar),1330
No,,NULL,Fixed,ði þar sængur þeirra og festi þar upp vopn þeirra og var þar,búið,um hið besta. En Steinþór boðar að sér mönnum. Skorti þar eigi vini né frænd,(havardar),1330
No,,NULL,Fixed,málið. Og með því að þeir vissu áður hversu þeir höfðu undir,búið,"þá gengu þeir að þessu allgleðilega. Þá mælti Gestur: ""Með því að það er vil",(havardar),1330
No,Samsett,NULL,,nýju en eg vil eigi hætta til að hafa hina fornu. En lát þú,búnar,"þessar nær er eg læt eftir koma."" Hann kvað svo vera skyldu. Eftir það fóru",(havardar),1330
No,,NULL,svo búið,"og beit eigi á þinn vonda skalla."" Atli sér að eigi mun svo",búið,"hlýða, kastar síðan sverðinu og hleypur undir Þorgrím og rekur hann niður vi",(havardar),1330
No,PRS,NULL,,"Steinþór var þar fyrir með nokkura menn. Þá mælti Hávarður: """,Búnir,erum vér bóndi að fara hvert er þér viljið láta fara. Viljum vér gjarna þér,(havardar),1330
No,PST,NULL,,stri Hallgríms og bjóst til ferðar með þeim. Og er þeir voru,búnir,fara þeir þar til er báturinn var. Fagnaði Þórhallur þeim vel. Voru þeir þá,(havardar),1330
Yes,PST,NULL,,mlega. Hann bjó og Þórhall með góðum vopnum. Og er þeir voru,búnir,"sneri hann að Bjargeyju og minntist við hana, kvað þá eigi sýnt vera nær þa",(havardar),1330
No,,NULL,Fixed,Ljóts er hljóp á engið á vorin. Voru þar í stíflur og vel um,búið,. Fór svo jafnan er Þorbjörn átti að hafa engið að hann náði aldrei læknum og,(havardar),1330
No,,NULL,Fixed,"ir Þorgrímur sunnan að húsum, sjá nú að þar er öðruvís fyrir",búið,en þeir ætluðu. Standa þar menn með vopnum og búnir til viðtöku. Þá mælti Þo,(havardar),1330
No,PRS,NULL,,r gengu hvert sem einn þurfti að fara. Og er þeir voru allir,búnir,gengu þeir út í túnið. Steinþór var þar fyrir með nokkura menn. Þá mælti Há,(havardar),1330
No,PST,NULL,,sín og klæði og búast sem skörulegast. Og er þeir voru mjög,búnir,kom Atli aftur og var þá kominn í sterka brynju og brugðið sverð í hendi. Þ,(havardar),1330
No,,NULL,vel búið,"þeir þaðan þrír en komu átján saman, allir frækilegir og vel",búnir,". Hávarður kvað þá vísu: Það mun vestr og vestan, varð ár roðin sára, orð ti",(havardar),1330
No,,NULL,vel búið,og var litla stund á brott. Hann kom aftur með hesta tvo vel,búna,". Þá mælti Þorbjörn að þeir skyldu stíga á bak: ""Vil eg senda ykkur á Eyri ti",(havardar),1330
No,,NULL,svo búið,óð Atli bóndi snemma upp og gekk af sæng sinni. Atli var svo,búinn,"að hann var í hvítum stakki, stuttum og þröngum. Var maðurinn ekki skjótleg",(havardar),1330
Yes,PRS,NULL,,"a í för með honum. Hann svarar: ""Búinn em eg þegar er þú ert",búinn,"."" Slíkt hið sama mælti hann við alla þá er fyrr voru nefndir og tóku allir",(heidarv),1212.5
Yes,PRS,NULL,,u til vetrar. Og þann skaltu eigi hafa með þér er þá er eigi,búinn,fyrir því að sá er engi öruggur. Því skaltu þessa menn heldur velja til far,(heidarv),1212.5
No,,NULL,svo búið,r. Fóru þeir til fundar við förunauta sína og segja þeim svo,búið,", sofa af nótt þá. 26. kafli Nú er nokkuð að segja frá þeim héraðsmönnum er h",(heidarv),1212.5
No,FUT,NULL,,"sín stórvirki, og skal sá útlagður, er eigi verður til þess",búinn,", þremur mörkum, hver sá er þingfararkaupi á að gegna frá Hafnarfjöllum og t",(heidarv),1212.5
No,,NULL,Fixed,"vangs sákat þig ganga, hirðidís, frá húsi, húns, skrautlegar",búna,". Nú hafa þeir af lokið þessu starfi. Gengur Styr í móti þeim, þakkar þeim me",(heidarv),1212.5
No,,NULL,Fixed,"uðust við fóstrar, Þórarinn og Barði, áður hann væri í braut",búinn,. Þeir hjöluðu mart. Það var laugarmorguninn snemma. Skyldi hann þá fara að,(heidarv),1212.5
No,Samsett,NULL,,og gengu að því verki allir samt og skyldi teigurinn alltíð,búinn,á tilteknum tíma eftir þing (hafa so Heiðarvígin gjörst eftir þessari sögu,(heidarv),1212.5
No,,NULL,svo búið,"r hönum nú þessi ferð hálfu ófrægilegri en hin, verður þó so",búnu,að una og fer heim. Gestur sér að hann má eigi við haldast í Noregi fyrir um,(heidarv),1212.5
No,,NULL,Fixed,u. En að morgni skal Leiknir hafa brullaup. Baðið var so til,búið,að þar var felldur stór hlemmur ofan í gólfið með einum glugga á sem vatninu,(heidarv),1212.5
No,PRS,NULL,,"lfs og spyr ef hann muni vera í för með honum. Hann svarar: """,Búinn,"em eg þegar er þú ert búinn."" Slíkt hið sama mælti hann við alla þá er fyrr",(heidarv),1212.5
No,NF,NULL,,æta hesta yðvarra og skal þar vera Koll-Grís og láta þá vera,búna,er þér þurfið til að taka. Sex skulu menn vera á brúnni uppi og mun eg ákveð,(heidarv),1212.5
No,PST,NULL,,ð Borg til Eyjólfs mágs þeirra bræðra. Þar voru tveir hestar,búnir,fyrir dyrum er Barði kom í garð og voru á öðrum vistir þeirra bræðra og ætl,(heidarv),1212.5
No,,NULL,svo búið,Fixed,búið,heim aftur og þykir ferð sín allilla til tekist hafa. Nokkrum tíma síðar (10,(heidarv),1212.5
No,,NULL,svo búið,"r förunautum sínum. Hún kallar eftir honum: ""Lát vera nú svo",búið,"sem eg hefi um búið og vættir mig að þá mun hlýða."" 24. kafli Nú er hann kem",(heidarv),1212.5
No,,NULL,Fixed,hin nýju slátrin er Barði lét þangað færa. Þær vistir hafði,búið,Ólöf systir þeirra og Kjannök fóstra hans. Þá stígur Eyjólfur á bak og var a,(heidarv),1212.5
No,Samsett,NULL,,ri (984) þá kaupmenn bjuggust til Íslands og Vermundur hafði,búið,skip sitt kveður jarlinn hann að máli eitt sinn og biður hann mæla til þess,(heidarv),1212.5
No,,NULL,Fixed,", því Eyrbyggja saga, cap. 38, getur ei um að Vermundur hafi",búið,þar fyr en hann fylgdi Snorra til Borgarfjarðar um vorið eftir er Styr var v,(heidarv),1212.5
No,,NULL,Fixed,þakkar þeim með fögrum orðum fyrir starfið og segist nú hafa,búið,þeim bað er þeir skuli í fara. Hafi þeir nú það þrekvirki unnið er sér allve,(heidarv),1212.5
No,,NULL,Fixed,jóp heim á bæ Halldórs og illyrtist við hann. Var við sjálft,búið,þeir mundu berjast en Höskuldur drepa hestana því þeir gengju sér til óhelgi,(heidarv),1212.5
No,,NULL,svo búið,til er hann kemur til Lækjamóts og segir nú fóstra sínum svo,búið,". ""Nú skaltu ríða heim í Ásbjarnarnes en eg mun á morgun ríða til fundar við",(heidarv),1212.5
No,Samsett,NULL,,g þótt þú hefðir kvatt vetri fyrr eða tveimur þá mundi eg þó,búinn,"þeirrar ferðar."" Þá hitti Barði Þorgísl systrung Odds og talar hið sama mál",(heidarv),1212.5
No,,NULL,svo búið,na og fær Barði ekki frekara svar að því sinni og fer við so,búið,heim. Annað sumar (1017) leitar Barði enn ráða til Þórarins. Svarar hann að,(heidarv),1212.5
No,,NULL,Fixed,"vestur), en það er Eyrbyggja saga, cap. 14, segir hann hafi",búið,í Hraunhöfn þá hann fékk berserkina (því hún lætur hann hafa tekið þar við b,(heidarv),1212.5
No,PST,NULL,,og kann eg eigi mann að kenna ef ei er hann og svo var hann,búinn,"í sumar á þingi."" Þeir bræður sáu á, Ketill og Þormóður, en Gísli sló og tó",(heidarv),1212.5
No,,NULL,svo búið,brátt við því og ekki sættust þeir á það. Og stendur nú svo,búið,um hríð. 16. kafli Barði hafði verksnúð mikinn og þeir bræður sumar það og f,(heidarv),1212.5
No,,NULL,svo búið,lítið tilráð orðið mundu og ósnöfurmannlegt. Hann lét þó svo,búið,"þá mundu verða að vera ""og skulum nú aftur hverfa."" Hann verður að ráða og e",(heidarv),1212.5
No,,NULL,Fixed,konungur hafði jólaveislu í Þrándheimi. Hafði Sigurður jarl,búið,fyrir honum á Hlöðum. Hina fyrstu jólanótt ól |p104 Bergljót kona jarls svei,(heimskringla),1230
No,,NULL,svo búið,r fyrir Norðmönnum og engum yðrum manni kvæmt í Noreg að svo,búnu,. Var það mjög ósynju er þér kölluðuð til ríkis í Noregi. Er land það fátækt,(heimskringla),1230
No,,NULL,svo búið,Nú er það að segja frá mínu skaplyndi að eg uni vel við svo,búið,. Veit eg eigi það þótt minn frændi sé konungur yfir landi hvort batna skal v,(heimskringla),1230
No,,NULL,Fixed,ikillar og var höll hin mikla tjölduð pellum og bakklæðum og,búin,með hinum mesta kostnaði. Var þá veitt hirðinni og öllum handgengnum mönnum.,(heimskringla),1230
No,,NULL,svo búið,r þá mun eg þó annars í leita en játa undan mér ríkið að svo,búnu,"."" Þeir skildu svo málstefnu þessa. En er Brúsi sá að hann mundi eigi hafa af",(heimskringla),1230
No,,NULL,svo búið,"og árar, lét þilja skipin og tjalda og lét fljóta skipin svo",búin,við bryggjur. Ólafur konungur sendi menn eftir páska í Veradal. Maður er nef,(heimskringla),1230
No,,NULL,svo búið,lfur konungur og lét mestan hluta liðs síns og komst við svo,búið,í ríki sitt. Og er þessi tíðindi spyrja synir Eysteins konungs á Heiðmörk væ,(heimskringla),1230
No,,NULL,svo búið,uggust þeir til ferðar hvorirtveggju og skildust þeir að svo,búnu,. Fór Þóroddur og þeir förunautar og svo sá maður er undan hafði komist af þe,(heimskringla),1230
No,,NULL,svo búið,Sögðu þeir að konungur héldi ekki orð sín og skildust að svo,búnu,. Hákon fór þá þegar úr landi og hafði langskip vel skipað. Hann kom fram suð,(heimskringla),1230
No,,NULL,vel búið,a. En er lið það kom saman þá var það hið fríðasta og allvel,búið,. Hann hafði sjö tigu skipa er hann sigldi af Noregi. Svo segir Þjóðólfur: |p,(heimskringla),1230
No,,NULL,svo búið,er hún gat Ólafs og henni þótti engi von um sættirnar að svo,búnu,. Jarl segir Birni hvað hann hafði austan spurt en Björn segir enn hið sama a,(heimskringla),1230
No,,NULL,Fixed,"i að hann tæki eigi meira af en vert var ""því |p21 að þú ert",búinn,"að þessum íþróttum sem þeir er best eru, jafnsterkur maður. Seg nú Árni,"" s",(heimskringla),1230
No,PST,NULL,,rls og réðst Þorkell til ferðar með honum því að hann var þá,búinn,áður að fara í hernað. Sigldu þeir þá suður fyrir Jótlandssíðu og þar sem h,(heimskringla),1230
No,,NULL,Fixed,ð sáu þeir og ef þeir biðu þar þess er Knútur konungur hefði,búið,allan her þann er hann hafði og legði síðan að þeim að liðsmunur var svo mik,(heimskringla),1230
No,,NULL,Fixed,og allra jafnlangt í milli. En út með veggjunum voru rekkjur,búnar,allveglega. En allt tjaldað það er það þótti bæta. En í þessu húsi voru rei,(heimskringla),1230
No,,NULL,Fixed,enn sína norður í Noreg á fund Haralds gráfelds. Var sú ferð,búin,allveglega. Fengu þeir þar góðar viðtökur og fundu Harald konung. Segja þeir,(heimskringla),1230
No,,NULL,svo búið,stórir menn og göfuglegir og orðsnjallir. Og skildust að svo,búnu,. Kvonfang Magnúss konungs Magnús konungur fékk Margrétar drottningar. Var hú,(heimskringla),1230
No,,NULL,Fixed,sendi menn vestan af Englandi til Noregs og var þeirra ferð,búin,"allveglega. Höfðu þeir bréf og innsigli Englakonungs, Knúts. Þeir komu á fun",(heimskringla),1230
No,,NULL,Fixed,"om á Gissur af Valdresi, lendan mann. Hann sat næst jarli og",búinn,allveglega. Síðan gengu menn á skipið út og fundu þeir Hávarð höggvanda og,(heimskringla),1230
No,,NULL,svo búið,"é einnar bænar um þetta. ""Er vinátta vor jarls og góð að svo",búnu,"en mér þykir við voða búið ef vér verðum rangsáttir, við skaplyndi hvorratve",(heimskringla),1230
No,,NULL,vel búið,ann gerði verkmenn í byggðina og tók sér þrjá tigu manna vel,búna,er riðu heim með honum. En er þeir riðu upp í garðinn fyrir stofuna þá sá ha,(heimskringla),1230
No,,NULL,svo búið,erði orð Haraldi að koma þannug. En er hann kom var hann svo,búinn,", hafði skyrtu og ilbandabrækur, stuttan möttul, hött írskan á höfði, spjóts",(heimskringla),1230
No,,NULL,Fixed,aupangi og veitti hvor öðrum heimboð og var þó æ við bardaga,búið,með liðinu. En að vori sækir Magnús með skipaliði suður fyrir land og dró li,(heimskringla),1230
No,,NULL,Fixed,ingan. Þá er Fjölnir fór til Fróða á Selund þá var þar fyrir,búin,mikil veisla og boðið til víða um lönd. Fróði átti mikinn húsabæ. Þar var ge,(heimskringla),1230
No,IMP,NULL,,á skulum vér að róa og taka þegar til bardaga. Veri þá allir,búnir,"mínir menn að berjast."" Síðan herklæddust þeir og bjó hver sig og sitt rúm.",(heimskringla),1230
No,PST,NULL,,u. Snæddu þeir um hríð en síðan gengu þeir út. Var þá hestur,búinn,og karlsson að fylgja honum og hafði hann annan hest. Ríða þeir brott til s,(heimskringla),1230
No,,NULL,svo búið,"né mönnum, hinn er annar kostur að fara suður aftur við svo",búið,. Og er það nær mínu skapi að fara heldur í Austurveg til heiðinna landa er g,(heimskringla),1230
No,,NULL,Fixed,til Haugs. Kálfur kom um kveldið inn á Eggju. Var skip hans,búið,fyrir landi og á komið lausafé allt og skipað af húskörlum hans. Héldu þeir,(heimskringla),1230
No,,NULL,Fixed,þetta veður fyrir Jaðar ef Erlingur Skjálgsson hefði veislu,búið,"fyrir oss á Sóla."" Þá mælti Ólafur konungur að af skyldi láta tjöldin og leg",(heimskringla),1230
No,,NULL,Fixed,hann engan mann séð jafnmikinn. Sá maður hafði skarlatsklæði,búin,gullhlöðum og var hinn veglegsti sýnum. Þóroddur heyrði að hann ávítaði þau,(heimskringla),1230
No,,NULL,vel búið,g búinn með hinum bestum klæðum og margir aðrir voru þar vel,búnir,. Ólafur var þar kominn og hafði vosklæði sín og loðkápu ysta. Stóð hann með,(heimskringla),1230
No,Samsett,NULL,,vað hann enn: Frá dreka Knúts konungs Knútur hinn ríki hafði,búið,her sinn úr landi. Hafði hann óf liðs og skip furðulega stór. Hann sjálfur h,(heimskringla),1230
No,Samsett,NULL,,nungur hafði sett bann fyrir kaupskip öll fyrr en hann hefði,búið,her sinn. En er Sighvatur kom til hans þá gekk hann til herbergis þess er ko,(heimskringla),1230
No,,NULL,Fixed,"gði á söðul konungs, gekk þá og segir honum að þá hafði hann",búið,honum reiðskjóta. Þá gekk Sigurður konungur til og sá hvað Ólafur hafði gert,(heimskringla),1230
No,,NULL,svo búið,a frænda yðarn því að allir munu hann kalla saklausan að svo,búnu,. Eigi vil eg og það mitt ráð kalla að þú gerir þig minna konung en faðir þin,(heimskringla),1230
No,,NULL,svo búið,að þeir létu lið mikið og sum skip sín og lögðu frá við svo,búið,. En Eiríkur jarl síbyrti Barðanum við hið ysta skip Ólafs konungs og hrauð þ,(heimskringla),1230
No,,NULL,svo búið,i fleirum meybörnum undir skírn halda og skildust þau að svo,búnu,. En nú var þar komið er Steinn heimti þessi vilmæli að Ragnhildi og segir hv,(heimskringla),1230
No,,NULL,vel búið,arminn annan og fylgdu honum mörg skip og var það lið allvel,búið,. En yst í annan arminn lágu Þrændahöfðingjar. Var þar og mikill her og fríðu,(heimskringla),1230
No,,NULL,Fixed,og íþrótta að hann hafi verið hinn þriðji maður best að sér,búinn,í Noregi en fyrst hafa til verið nefndir Hákon Aðalsteinsfóstri og Ólafur T,(heimskringla),1230
No,,NULL,Fixed,síður en hér mart lið heimfúst. Vænti eg að vér höfum svo um,búið,í sumar að þorparinn viti hvað hann skal vinna bæði á Skáni og á Sjólandi. M,(heimskringla),1230
No,PST,NULL,,llmjög drekka. En er jarl fór að sofa þá voru rekkjur þeirra,búnar,í veislustofunni. En er þeir höfðu litla hríð sofið vaknaði jarl og spurði,(heimskringla),1230
No,,NULL,Fixed,um forkunnarvel og voru jarli fengin herbergi stór og góð og,búin,ítarlega og þar með þjónustumenn og þeir er fyrir sáu að engan hlut skyldi s,(heimskringla),1230
No,,NULL,svo búið,s skarð og missa í flota Ólafs konungs en þetta skip þar svo,búið,"."" En stundu síðar sáu þeir og kenndu skip Sigvalda jarls og viku þau þannug",(heimskringla),1230
No,,NULL,svo búið,eysti sig út með þremur mörkum gulls og skildust þeir að svo,búnu,. Svo segir Einar Skúlason: Eysteinn konungur sigldi þaðan suður fyrir austan,(heimskringla),1230
No,,NULL,vel búið,eftir af landi í brott. Hann hafði fimm langskip og öll vel,búin,". Til þeirrar ferðar réðust með honum synir hans, Ögmundur og |p714 Finnur og",(heimskringla),1230
No,,NULL,Fixed,"r út úr kirkjunni. Þá mælti konungur: ""Þetta hús hefir verið",búið,með ást mikilli við þann guð er þetta hús á og svo líst mér sem gætt muni lí,(heimskringla),1230
No,,NULL,Fixed,"ðin voru þá sat þar Þór og var mest tignaður af öllum goðum,",búinn,með gulli og silfri. Ólafur konungur hóf upp refði gullbúið er hann hafði í,(heimskringla),1230
No,,NULL,Fixed,vatt að Gyða skyldi sér mann kjósa. Var þar kominn Alvini og,búinn,með hinum bestum klæðum og margir aðrir voru þar vel búnir. Ólafur var þar,(heimskringla),1230
