corpus,match_position,left context,match,right_context,text_wordcount,chapter_n,text_titill,text_paragraphcount,text_ritstjorar,text_utgefandi,text_sentencecount,text_rit,text_utgafuar,
Gísla saga Súrssonar (lengri gerð),2723,Talar hann þá við þá sonu sína að honum þykir þeirra,vera að ráða,bætur á slíku .,23429,6,Gísla saga Súrssonar - lengri gerð,535,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1429,Íslendingasögur I,1985,
Sturlunga,174210,Þótti þá eigi liðskostur til,vera að ríða,norður á .,260587,313,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Sturlunga,175292,"En Steinvör stefndi saman bændum öllum í einn stað , bað þá búna",vera að ríða,þann veg sem þeir Þórður og Hálfdan .,260587,315,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Heimskringla,201436,Skúli þakkaði honum boð sitt og lést vilja beiðast af honum annarra hluta fyrir því « ef konungaskipti verður kann,vera að rjúfist,gjöfin .,231502,98,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Þórðar saga hreðu,15587,« Svo má,vera að sé,", » sagði Eiður , « en eg mun ríða til Torfustaða því að eg á þangað erindi . »",15547,12,Þórðar saga hreðu,472,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1202,Íslendingasögur II,1986,
Króka-Refs saga,11775,Sigtryggur mælti : « Mun mér það til nokkurs,vera að segja,yður það er þér viljið vita ? »,11084,20,Króka-Refs saga,257,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,856,Íslendingasögur II,1986,
Brennu-Njáls saga,106215,Hann kvaðst ekki mundu þver í,vera að selja,skipið ef hann hefði það fyrir sem hann vildi .,98938,149,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Íslendinga þættir,87785,Þorleifur svarar : « Vér höfum lítinn varninginn herra en oss eru þó aðrir kaupunautar hentugri og munuð þér láta oss sjálfráða,vera að selja,þeim góss vort og peninga sem oss líkar . »,110609,3,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Sturlunga,229443,Þorgils tók því líklega og kvaðst fús,vera að semja,við Sturlu ef hann mætti fullkomlega komast að vináttu hans .,260587,401,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Bárðar saga Snæfellsáss,13662,Gestur mælti : « Bæði er að þú ert frægur enda þykir mér þú allíturlegur,vera að sjá,.,13150,20,Bárðar saga Snæfellsáss,289,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,969,Íslendingasögur I,1985,
Íslendinga þættir,17359,En nú kann,vera að sjá,sé hinn síðasti fundur okkar .,110609,3,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Valla-Ljóts saga,7648,Kann og,vera að skapir,"Birni fullan hlut slíkan sem bróður hans og af þér hafa hlotist þessi víg öll eða hvað hefur þú spurt af þinginu , eru menn ei sáttir ?",6921,9,Valla-Ljóts saga,280,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,494,Íslendingasögur II,1986,
Brennu-Njáls saga,45471,"« Eigi skal það , » segir Kolskeggur , « hvorki skal eg á þessu níðast og á engu öðru því er mér er til trúað og mun sjá einn hlutur svo",vera að skilja,mun með okkur en seg það móður minni og frændum mínum að eg ætla ekki að sjá Ísland því að eg mun spyrja þig látinn frændi og heldur mig þá ekki til útferðar . »,98938,75,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Vatnsdæla saga,12517,Eitt kveld bjóst Oddur við fimmta mann í fyrirsát við Hrolleif en þeir fóru tveir saman og spratt Oddur upp og mælti : « Nú má,vera að stöðvist,ferð þín að sinni Hrolleifur .,29289,19,Vatnsdæla saga,826,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1832,Íslendingasögur II,1986,
Heimskringla,127493,En þó ætla eg ærna nauðsyn til,vera að svara,nokkuru .,231502,135,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Fóstbræðra saga,11847,Ingólfur mælti : « Mikið vandræði sýnist mér,vera að taka,"við þeim manni að mest von er að sekur skógarmaður verði nú í sumar og svo harðfengir menn eru til eftirmáls sem þeir feðgar eru , Þormóður og Bersi .",31546,10,Fóstbræðra saga,856,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2144,Íslendingasögur I,1985,
Íslendinga þættir,26105,Ketill kvað sér lítið um,vera að taka,"við honum , kvað ekki vel spyrjast til hans atferða .",110609,1,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Bjarnar saga Hítdælakappa,20340,"Þorfinnur Þvarason varð eigi fyrr var við en Ásgrímur tók silfrið og gekk út úr búðinni og til Þorsteins Kuggasonar og sagði honum að Ásgrímur mundi ginnast láta fyrir Þórði með leynd til nokkurra sátta , kvað hann",vera að telja,silfur .,19285,34,Bjarnar saga Hítdælakappa,493,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1090,Íslendingasögur I,1985,
Íslendinga þættir,28881,Og er Sveinki þykist vita að Þorkell er á brottu þá reri hann skipi sínu út til hólmsins og hitti Gunnar og kvað mál,vera að veita,honum nokkura hjálp .,110609,5,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Ljósvetninga saga (C-gerð),27232,Eyjólfur svarar : « Eigi sé eg það að eg muni skyldur til,vera að virða,þinn vilja . »,27557,27,Ljósvetninga saga - C-gerð,1057,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2026,Íslendingasögur II,1986,
Heimskringla,132948,Þetta hefir eigi fyrr gert,verið að berja,menn mína . »,231502,140,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Íslendinga þættir,86968,"Á þeirri sömu nótt er fyrr sagða vitran bar fyrir Þórhall vakti Þórhildur upp sína menn þegar í elding og sagði svo : « Þér skuluð fara sem skjótast að reka saman og heim úr högum allt kvikfé vort , bæði naut og sauði og hross , byrgja síðan í húsum eða réttum því að það mun ekki líf hafa er hér er úti í högum vorum í dag því að Þórhallur nábúi minn á Knappstöðum er ær orðinn og vitlaus svo að hann sendir til menn sína að brjóta ofan það virðulega hof er þar stendur og þar fyrir verða hin ágætu goð er þar hafa áður dýrkuð",verið að flýja,nauðig og í grimmum hug og ætla sér hælis að leita og bústaðar allt norður á Siglunes .,110609,1,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Vatnsdæla saga,22249,"« Annar maður er Jökull þá en eg ætla , » segir Finnbogi , « ef hann er eigi kominn og hefði betra",verið að ganga,eigi jafnlangt fram við hann og þola nú eigi hverja skömm á aðra ofan . »,29289,34,Vatnsdæla saga,826,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1832,Íslendingasögur II,1986,
Reykdæla saga,21650,Glúmur kvað hann meiri svívirðing af mundu hafa fengið ef eigi hefði þetta,verið að gert,sem nú var frá sagt .,23678,25,Reykdæla saga,347,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1199,Íslendingasögur II,1986,
Heiðarvíga saga,6378,« Þar þóttist eg vera staddur er eigi þótti öllum einnug og þóttist eg hafa sverð það er eg hefi vanur,verið að hafa,í hendi mér en nú er ei heima og brotnaði í sundur þegar eg hjó fram .,12941,26,Heiðarvíga saga,299,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,868,Íslendingasögur II,1986,
Laxdæla saga,49529,En ærin hefir nauðsyn til,verið að minnast,þess nokkuru fyrr . »,57467,60,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Sturlunga,15090,Þá þakkaði Hafliði honum vel og mælti : « Það mál hefir hér,verið að ræða,"á þinginu er mikils er um vert , hvern vér Norðlendingar skulum til biskups kjósa í stað Jóns biskups en til míns kjörs hafa flestir vikið .",260587,34,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Sturlunga,198571,Leitað hefir og,verið að semja,aðra sætt en áður var ger við oss .,260587,349,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Ljósvetninga saga (A-gerð),6081,Þorkell mælti : « Eigi mun gát hafa,verið að setja,fyrir lokurnar . »,7490,2,Ljósvetninga saga - A-gerð,293,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,548,Íslendingasögur II,1986,
Ljósvetninga saga (C-gerð),17068,Þorkell mælti : « Eigi mun gáð hafa,verið að setja,fyrir lokurnar . »,27557,18,Ljósvetninga saga - C-gerð,1057,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2026,Íslendingasögur II,1986,
Grettis saga Ásmundarsonar,39230,Öngum skaltu hefna þeim sem í aðför hafa,verið að taka,þig . »,61205,52,Grettis saga Ásmundarsonar,1498,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4386,Íslendingasögur I,1985,
Bandamanna saga,7855,En aldrei hefi eg að því kenndur,verið að vera,svikari .,9384,9,Bandamanna saga - Konungsbók,280,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,650,Íslendingasögur I,1985,
Heimskringla,93806,Þá vakti Hrærekur upp menn þá er vanir,voru að fylgja,honum og segir að hann vill ganga til garðs .,231502,83,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,245365,Erlingur byrjar þá ferðina úr bænum og hafði með sér allt bæjarfólk það er vígt var og vopnað og svo kaupmenn nema tólf menn er eftir,voru að gæta,býjarins .,231502,12,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,220682,Réttibur konungur lét bjóða þeim er í kastalanum,voru að ganga,út og hafa lífsgrið með vopnum og klæðum og gulli .,231502,11,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,221651,Þá var fallinn Sæmundur húsfreyja og var það ráð manna þeirra er eftir,voru að gefa,"upp kastala og sjálfa sig í vald heiðinna manna og var það hið ósnjallasta ráð fyrir því að heiðingjar efndu eigi orð sín , tóku alla menn , karla og konur og börn , drápu mart , allt það er sárt var og ungt og þeim þótti illt að flytja eftir sér .",231502,11,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Gull-Þóris saga,2753,Nú sáu þeir er úti,voru að glæddi,úr fossinum .,11080,4,Gull-Þóris saga,166,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,792,Íslendingasögur II,1986,
Grænlendinga þáttur,1757,"Biskup kvaðst fé tekið hafa eftir grænlenskum lögum eftir slíka atburði , kvaðst þetta eigi gert hafa með einræði sitt , kvað það maklegast að það fé færi þeim til sáluhjálpar er aflað höfðu og til þeirrar kirkju er bein þeirra",voru að grafin,", sagði það manndómsleysi að kalla nú til fjár þess .",4243,3,Grænlendinga þáttur,143,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,263,Íslendingasögur II,1986,
Ölkofra saga,570,"Ölkofri kom til þings og átti mungát að selja , kom þá til fundar við vini sína þá sem vanir",voru að kaupa,öl að honum .,2915,1,Ölkofra saga,79,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,169,Íslendingasögur II,1986,
Króka-Refs saga,1087,"« Hann heitir Barði , » segir Rannveig , « og er manna minnstur og vesallegastur og liggur hann úti hverja nótt og varðar fé",voru að koma,yfir ána . »,11084,3,Króka-Refs saga,257,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,856,Íslendingasögur II,1986,
Heimskringla,141901,Og var mest að um örleik hans við útlenda menn og þá mest er lengst,voru að komnir,.,231502,156,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Laxdæla saga,38116,"En þann dag er boðsmenn skyldu í brott ríða gekk Kjartan mjög um sýslur að annast mönnum hestaskipti , þeim er langt",voru að komnir,", og slíkan fararbeina hverjum sem hafa þurfti .",57467,46,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Sturlunga,47537,Og fóru menn svo í brott og í setur hvorirtveggju en þeir menn til héraða er lengst,voru að komnir,.,260587,99,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Þórðar saga hreðu,1420,Þeir spurðu hvað fjörður sá héti er þeir,voru að komnir,.,15547,2,Þórðar saga hreðu,472,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1202,Íslendingasögur II,1986,
Heimskringla,29685,Hann hafði jafnan fyrr verið vanur ef hann var staddur þar er blót,voru að matast,í litlu húsi með fá menn .,231502,17,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Hrafnkels saga Freysgoða,1866,Hann lá á kvíagarðinum og taldi fé en konur,voru að mjólka,.,9612,5,Hrafnkels saga Freysgoða,235,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,643,Íslendingasögur II,1986,
Sturlunga,176612,Eggjuðu þeir er áræðamestir,voru að ríða,"skyldi að þeim í Reykjaholt , kölluðu þar marga mundu vera lítt til færa að verjast fyrir kulda sakir .",260587,317,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Landnámabók - Sturlubók,1840,En er þeir Hjörleifur,voru að skála,", þá gerði Dufþakur það ráð , að þeir skyldu drepa uxann og segja , að skógarbjörn hefði drepið , en síðan skyldu þeir ráða á þá Hjörleif , ef þeir leituðu bjarnarins .",37120,8,Landnámabók - Sturlubók,401,|Jakob Benediktsson|,Hið íslenzka fornritafélag,2159,Landnámabók - Sturlubók,1968,0
Landnámabók - Sturlubók,20326,"Snæbjörn gerði að skipi , en þau Þóroddur",voru að skála,"af hans hendi , en þeir Styrbjörn af Hrólfs hendi ; aðrir fóru að veiðum .",37120,152,Landnámabók - Sturlubók,401,|Jakob Benediktsson|,Hið íslenzka fornritafélag,2159,Landnámabók - Sturlubók,1968,0
Sturlunga,248558,Sagði Þorbjörn svo síðan að hann var af honum maklegastur allra þeirra manna er þar,voru að taka,áverka .,260587,433,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,0
Gísla saga Súrssonar (lengri gerð),21424,"Og verða þeir nú nálega að gjalti göngumennirnir fyrir hræðslu sakir , hlaupa upp hjá búðinni Barkar er þeir",voru að tjalda,.,23429,25,Gísla saga Súrssonar - lengri gerð,535,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1429,Íslendingasögur I,1985,1
,,,,,,,,,,,,,,
"## CQP query: [lemma = ""vera""] [word = ""að""] [pos = ""s""]",,,,,,,,,,,,,,
## context: 1 sentence,,,,,,,,,,,,,,
## within: sentence,,,,,,,,,,,,,,
## sorting: none,,,,,,,,,,,,,,
## start: 0,,,,,,,,,,,,,,
## end: 499,,,,,,,,,,,,,,
## Total hits: 459,,,,,,,,,,,,,,
